"category","state","company_name","phone","address","city","state.1","postal_code","website","rating","reviews","sent","emailss","email","socials","ceo_name","description","avatar_url","performance_score","crawl_status","country","group","emails","phones","linkedin_url","twitter_url","facebook_url","instagram_url","meta_title","favicon_url","employee_count","founded_year","response_time_ms","crawl_error"
"Oil Change","Memphis TN","Firestone Complete Auto Care","(662) 985-6302","2867 Goodman Rd E","Southaven, MS 38672","MS",38672.0,"https://www.firestonecompleteautocare.com/mississippi/southaven/2867-goodman-rd-e/?lw_cmp=IYP_YPC_MLP_799854","","100 Years","no","","","https://www.facebook.com/FirestoneCompleteAuto, https://x.com/firestoneauto?s=21&t=Xobg2RqkC9cmU_wQ1cUKbw, https://www.instagram.com/firestoneauto, https://www.tiktok.com/@firestoneauto","","Find expert auto care at 2867 Goodman Rd E in Southaven, MS. From tires to repairs, Firestone Complete Auto Care has the services your vehicle needs.","",80,"success","USA","Auto Services","799854@bfrc.com","303.515.7308 303, (662) 618-7409, 515.7308","","https://x.com/firestoneauto?s=21&t=Xobg2RqkC9cmU_wQ1cUKbw","https://www.facebook.com/FirestoneCompleteAuto","https://www.instagram.com/firestoneauto","Tires & Auto Services at 2867 Goodman Rd E in Southaven, MS | Firestone Complete Auto Care","https://www.firestonecompleteautocare.com/etc/designs/bsro/fcac/favicon.ico","",2026.0,5440,""
"Used Car Parts","San Antonio TX","United Foreign Auto & Truck Parts","(210) 924-1400","1115 Somerset Rd","San Antonio, TX 78211","TX",78211.0,"http://unitedforeignautotruckparts.localsearch.com","","18 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4337,""
"Oil Change","Nashville TN","O'Reilly Auto Parts","(615) 366-8623","1212 Murfreesboro Pike","Nashville, TN 37217","TN",37217.0,"http://oreillyauto.com","","","no","","","","","","",45,"success","USA","Auto Services","","017.1768082, 1768082697, 3017.1768082697","","","","","Access Denied","","","",5641,""
"Towing","Los Angeles CA","JD Club Service & Towing","(310) 273-6193","","","","","http://jdclubservicetowing.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2786,""
"Auto Repair","Orlando FL","Don Ray Auto","(407) 802-4851","3038 N John Young Pkwy Ste 12","Orlando, FL 32804","FL",32804.0,"http://donrayauto.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4147,""
"Auto Repair","Tampa FL","Tampa Auto Ac Repair","(727) 513-2245","3324 W Gandy Blvd","Tampa, FL 33611","FL",33611.0,"http://tampaautoacrepair.localsearch.com","","39 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5656,""
"Auto Parts","Nashville TN","W.W. Williams","(888) 473-9332","240 Hermitage Ave","Nashville, TN 37210","TN",37210.0,"http://www.wwwilliams.com/location/nashville-tn","","","no","","","","","","",45,"success","USA","Auto Services","","","","","","","Just a moment...","","","",2197,""
"Remanufactured Engines","Dallas TX","Vinicios Auto Repair","(972) 272-2886","325 W Walnut St","Garland, TX 75040","TX",75040.0,"http://viniciosauto.com","","22 Years","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host viniciosauto.com:80 ssl:False [getaddrinfo failed]"
"Auto Parts","Memphis TN","Neighborhood Tire and Battery","(901) 344-7010","587 E Raines Rd","Memphis, TN 38109","TN",38109.0,"http://neighborhood-battery.poi.place","","(1)","no","","","","","Neighborhood Tire & Battery  in 587 E Raines Rd, Memphis, TN 38109","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ADsj8mVdE59qyVaAuqgiww",60,"success","USA","Auto Services","","(901) 344-7010, 901) 344-7010","","","","","Neighborhood Tire & Battery","http://edan.io/img/favicon.png","",2026.0,5677,""
"Remanufactured Engines","Phoenix AZ","Premier Auto Repair","(602) 249-9297","5114 N 27th Ave","Phoenix, AZ 85017","AZ",85017.0,"http://premierautorepair.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3221,""
"Auto Body Shops","New York NY","Family Auto Repair 24 Hr","(646) 237-1563","1613 Broadway","New York, NY 10019","NY",10019.0,"http://familyautorepair24hr.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5762,""
"Car Detailing","Tampa FL","Doctor Detail","(813) 531-0843","7415 Us Highway 301 S","Riverview, FL 33578","FL",33578.0,"http://doctordetail531148603.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3282,""
"Towing","Birmingham AL","Brooks Wrecker Service","(205) 661-9887","","","","","http://brookswreckerservice478343832.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2798,""
"Automotive Machine Shops","San Diego CA","Jack West CNC","(619) 421-1695","3451 Main St Ste 111","Chula Vista, CA 91911","CA",91911.0,"https://www.jackwestcnc.com","","28 Years","no","","","https://www.facebook.com/profile.php?id=100036392695422, https://www.linkedin.com/company/jack-west-cnc-inc","","Precision conventional and CNC machining in Chula Vista, CA. Get high-quality results with our experienced team at Jack West CNC Inc. Contact us today!","",75,"success","USA","Auto Services","","31391704, 31391701, 3181002","https://www.linkedin.com/company/jack-west-cnc-inc","","https://www.facebook.com/profile.php?id=100036392695422","","CNC Machining in Chula Vista, CA | Jack West CNC Inc.","https://www.jackwestcnc.com/wp-content/uploads/favicon.png","",1998.0,5844,""
"Auto Parts","Memphis TN","CARQUEST Auto Parts","(901) 683-7171","4730 Poplar Ave Ste 2","Memphis, TN 38117","TN",38117.0,"http://memphiscomics.com","","40 Years","no","","","","","","",55,"success","USA","Auto Services","","","","","","","403 Forbidden","","","",978,""
"Used Car Parts","Atlanta GA","S & W Automotive Parts","(770) 482-5972","1826 Stone Mountain Lithonia Rd","Lithonia, GA 30058","GA",30058.0,"http://www.sandwauto.com","","","no","","","https://www.instagram.com/sandwautoparts/, https://www.facebook.com/SANDWAUTOMOTIVEPARTS, https://x.com/SandWUsedParts, https://www.youtube.com/@sandwautomotiveparts","","Since 1996, S&W Used Auto Parts has proudly provided customers with quality used parts, earning the reputation in Atlanta for have a large, diverse inventory selection, focused on later-model cars, trucks, vans and SUVs. We also give our customers the choice when they stop by, you can visit our full service center where we pull the engines, transmissions ahead of time for you, or we also have our U-Pull, U-Save yard, where you pull the parts and keep the savings! Check us out online or in-store!","https://static.wixstatic.com/media/5200a5_7d5e428d1476435a8d332201f0ab7de2%7Emv2.png/v1/fit/w_2500,h_1330,al_c/5200a5_7d5e428d1476435a8d332201f0ab7de2%7Emv2.png",65,"success","USA","Auto Services","example@mysite.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com","770-482-9500","","https://x.com/SandWUsedParts","https://www.facebook.com/SANDWAUTOMOTIVEPARTS","https://www.instagram.com/sandwautoparts/","S&W Automotive Parts | Quality Used Parts, Expert Service, More Ways to Save","https://static.wixstatic.com/media/5200a5_7d5e428d1476435a8d332201f0ab7de2%7Emv2.png/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/5200a5_7d5e428d1476435a8d332201f0ab7de2%7Emv2.png","",1996.0,5886,""
"Auto Repair","Tampa FL","Mechanic in Tampa","(727) 205-5932","5805 Barry Rd","Tampa, FL 33634","FL",33634.0,"http://mechanicintampa.localsearch.com","","28 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3474,""
"Towing","Los Angeles CA","Quick Lift Towing","(323) 644-7294","","","","","http://quicklifttowing.localsearch.com","","(3)","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3526,""
"Oil Change","Memphis TN","Firestone Complete Auto Care","(662) 404-8827","125 Towne Center Loop","Southaven, MS 38671","MS",38671.0,"https://www.firestonecompleteautocare.com/mississippi/southaven/125-towne-center-loop/?lw_cmp=IYP_YPC_MLP_317132","","(2)","no","","","https://www.facebook.com/FirestoneCompleteAuto, https://x.com/firestoneauto?s=21&t=Xobg2RqkC9cmU_wQ1cUKbw, https://www.instagram.com/firestoneauto, https://www.tiktok.com/@firestoneauto","","Find expert auto care at 125 Towne Center Loop in Southaven, MS. From tires to repairs, Firestone Complete Auto Care has the services your vehicle needs.","",80,"success","USA","Auto Services","317132@bfrc.com","303.515.7308 303, (662) 655-0665, 515.7308","","https://x.com/firestoneauto?s=21&t=Xobg2RqkC9cmU_wQ1cUKbw","https://www.facebook.com/FirestoneCompleteAuto","https://www.instagram.com/firestoneauto","Tires & Auto Services at 125 Towne Center Loop in Southaven, MS | Firestone Complete Auto Care","https://www.firestonecompleteautocare.com/etc/designs/bsro/fcac/favicon.ico","",2025.0,6377,""
"Remanufactured Engines","Nashville TN","Laras Autoservice","(615) 865-6247","221 Gallatin Pike N","Madison, TN 37115","TN",37115.0,"http://yellowpages.com/madison-tn/mip/goodyear-auto-service-center-470123131","","","no","","","","","","",45,"success","USA","Auto Services","","7914585, 156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4516,""
"Towing","Cincinnati OH","Washburn Towing","(859) 866-3008","3148 Crescent Ave","Erlanger, KY 41018","KY",41018.0,"http://washburntowing.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4768,""
"Towing","Chicago IL","Chicago Towing Roadside Service","(773) 710-0588","710 S Plymouth Ct","Chicago, IL 60605","IL",60605.0,"http://chicagotowingroadsideservice.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6574,""
"Towing","Louisville KY","Kahl's Body Shop & Auto Service","(812) 949-5245","2801 Mount Tabor Rd","New Albany, IN 47150","IN",47150.0,"http://www.kahlsbodyshop.com","","72 Years","no","","kahlsbodyshop@yahoo.com","https://www.facebook.com/mcknightcollision/","","Auto Body Shop New Albany, IN Car Painting Dent Removal Collision Kahl's Body Shop  Automotive Scratch Damage Repairs Restorations Import Foreign All Makes","",70,"success","USA","Auto Services","kahlsbodyshop@yahoo.com","(812) 288-9821, (812) 949-5245, 812) 949-5245","","","https://www.facebook.com/mcknightcollision/","","Kahl's Body Shop Home | Kahl's Body Shop","","",2026.0,6585,""
"Car Detailing","Tampa FL","J & C Car Wash and Detailing","(813) 876-0349","4311 W South Ave","Tampa, FL 33614","FL",33614.0,"http://jccarwashanddetailing.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3595,""
"Tire Shops","Indianapolis IN","Discount Tire","(317) 876-3860","8302 Michigan Rd","Indianapolis, IN 46268","IN",46268.0,"https://www.discounttire.com/store/in/indianapolis/s/1337","","(1)","no","","","","","","",50,"success","USA","Auto Services","","","","","","","ERROR: The request could not be satisfied","","","",3603,""
"Used Car Parts","San Antonio TX","Automotive Recycling Center","(210) 377-3661","7800 N Interstate 35","San Antonio, TX 78218","TX",78218.0,"http://yellowpages.com/san-antonio-tx/mip/great-northwest-recycling-445279","","","no","","","","","","",60,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",942,""
"Towing","Cincinnati OH","Kens Services","(859) 341-6606","2474 Anderson Rd","Crescent Springs, KY 41017","KY",41017.0,"http://www.kensnky.com","","(1)","no","","","","Ken Kallmeyer passed","","",45,"success","USA","Auto Services","","(859) 341-0852, 10-6-2012, 341-6606","","","","","Home","","",1961.0,3587,""
"Auto Body Parts","Cincinnati OH","Columbia Hyundai","(513) 489-2000","10981 Montgomery Rd","Montgomery, OH 45249","OH",45249.0,"http://www.columbiahyundai.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6637,""
"Used Car Parts","Fort Lauderdale FL","T W Auto Parts & Acces Inc","(954) 442-0061","8934 NW 15th Ct","Pembroke Pines, FL 33024","FL",33024.0,"http://twautopartsaccesinc.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6046,""
"Towing","Los Angeles CA","Fastway Towing Inc.","(310) 559-7811","","","","","http://fastwaytowinginc.localsearch.com","","(1)","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5923,""
"Towing","Chicago IL","LG Towing","(773) 217-4442","4259 S Keating Ave","Chicago, IL 60632","IL",60632.0,"http://lgtowingil.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6653,""
"Towing","Louisville KY","Supreme Towing Service","(502) 376-0777","","","","","https://www.towingservicelouisville.com","","7 Years","no","","","","","","",50,"success","USA","Auto Services","","","","","","","403 Forbidden","","","",4688,""
"Oil Change","Memphis TN","Firestone Complete Auto Care","(901) 300-3828","2870 New Brunswick Rd","Bartlett, TN 38133","TN",38133.0,"https://www.firestonecompleteautocare.com/tennessee/memphis/2870-new-brunswick-rd/?lw_cmp=IYP_YPC_MLP_29378","","100 Years","no","","","https://www.facebook.com/FirestoneCompleteAuto, https://x.com/firestoneauto?s=21&t=Xobg2RqkC9cmU_wQ1cUKbw, https://www.instagram.com/firestoneauto, https://www.tiktok.com/@firestoneauto","","Find expert auto care at 2870 New Brunswick Rd in Memphis, TN. From tires to repairs, Firestone Complete Auto Care has the services your vehicle needs.","",80,"success","USA","Auto Services","029378@bfrc.com","303.515.7308 303, (901) 473-6358, 901) 473-6358","","https://x.com/firestoneauto?s=21&t=Xobg2RqkC9cmU_wQ1cUKbw","https://www.facebook.com/FirestoneCompleteAuto","https://www.instagram.com/firestoneauto","Tires & Auto Services at 2870 New Brunswick Rd in Memphis, TN | Firestone Complete Auto Care","https://www.firestonecompleteautocare.com/etc/designs/bsro/fcac/favicon.ico","",2025.0,5227,""
"Auto Body Parts","Fort Lauderdale FL","The Three Craftsmen","(954) 978-3077","2245 W Mcnab Rd","Pompano Beach, FL 33069","FL",33069.0,"http://thethreecraftsmen.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6870,""
"Used Car Parts","Miami FL","CPAP New Life Medical","(305) 634-0693","4101 NW 27th Ave","Miami, FL 33142","FL",33142.0,"http://yellowpages.com/miami-fl/mip/downtown-medical-supplies-9251674","","30 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4359,""
"Auto Glass Repair","Fort Lauderdale FL","Century Custom Glass Mirror","(954) 983-9096","5888 Johnson St","Hollywood, FL 33021","FL",33021.0,"http://centurycustomglassmirror.localsearch.com","","(3)","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6880,""
