"name","website","state","emailee","email","descriptione","scraped_socials","ceo_name","email_status","emails","socials","ceo_name","description","avatar_url","performance_score","crawl_status"
"Guevara's PM Roofing Company","http://guevaraspmroofingcompanyca.localsearch.com","Fresno","","","","","Unknown","","","","","","",50,"success"
"Century Roofing","http://centuryroofing558683103.localsearch.com","Chesapeake","","","","","Unknown","","","","","","",50,"success"
"Capitol Roofing & Construction","http://capitolroofingconstruction.localsearch.com","Laredo","","","","","Unknown","","","","","","",50,"success"
"Mendoza Roofing and Construction","http://mendozaroofingandconstruction.localsearch.com","Fontana","","","","","Unknown","","","","","","",50,"success"
"GUZMAN CONSTRUCTION LLC","http://yellowpages.com/minneapolis-mn/mip/mastin-justine-w-md-573089015","Minneapolis","","","","","Unknown","","","","","","",60,"success"
"J.I.D. Roofing","http://jidroofing.localsearch.com","Laredo","","","","","Unknown","","","","","","",50,"success"
"Champion Roofing","http://championroofingva.localsearch.com","Chesapeake","","","","","Unknown","","","","","","",50,"success"
"Rome Construction","http://romeconstruction541074110.localsearch.com","Toledo","","","","","Unknown","","","","","","",50,"success"
"Vlasquez Roofing","http://vlasquezroofing.localsearch.com","Denver","","","","","Unknown","","","","","","",50,"success"
"Avalon Construction Inc.","http://www.avalon-construction.net","Minneapolis","","","","","Unknown","","","","","","",50,"success"
"All Aspects Maintenance Construction & Restoration","http://yellowpages.com/toledo-oh/mip/t-jrooter-service-544397609","Toledo","","","","","Unknown","","","","","","",65,"success"
"United Exteriors","https://www.united-exteriors.com","Chesapeake","","","United Exteriors is a professional roofing company based in Virginia Beach, VA. Let our roofing team handle all your residential and commercial roofing needs!","https://www.facebook.com/people/United-Exteriors/100063578312571/","Unknown","","","https://www.facebook.com/people/United-Exteriors/100063578312571/","","United Exteriors is a professional roofing company based in Virginia Beach, VA. Let our roofing team handle all your residential and commercial roofing needs!","https://www.united-exteriors.com/wp-content/uploads/2024/08/favicon-150x150.png",75,"success"
"Roofing Safeguard Roofs","http://yellowpages.com/portsmouth-va/mip/roofing-safeguard-roofs-550713901","Chesapeake","","","","","Unknown","","","","","","",65,"success"
"Ocean Roofing","http://oceanroofingva.com","Chesapeake","","","","","Unknown","","","","","","data:;",50,"success"
"Rudman Roofing","https://www.rudmanroofing.com","Chesapeake","","error","","","","","","","","","",0,"error"
"Brandenberger Contracting Solutions","http://www.brandenbergercontracting.com","Fort Wayne","","victor@brandenbergers.com, flags@2x.png","Local Roofers in Fort Wayne Indiana, Brandenberger Contracting Solutions provides the highest quality roof replacement in Allen County.","https://instagram.com, https://facebook.com, https://linkedin.com","Unknown","","victor@brandenbergers.com, flags@2x.png","https://facebook.com, https://linkedin.com, https://instagram.com","","Local Roofers in Fort Wayne Indiana, Brandenberger Contracting Solutions provides the highest quality roof replacement in Allen County.","https://storage.googleapis.com/msgsndr/vbg1HZHa68PRjevz9IwZ/media/6615af9c1ba5e6750dea355d.png",65,"success"
"Preferred Roofing","http://www.clovisroofs.com","Fresno","","error","","","","","","","","","",0,"error"
"Af Roofing","http://yellowpages.com/laredo-tx/mip/aftermath-roofing-460609590","Laredo","","","","","Unknown","","","","","","",65,"success"
"Gill Roofing Co Inc","http://www.gillroofingcoinc.com","Texas","","your@email.com, darlene@gillroofingcoinc.com","Gill Roofing Co Inc offers Corpus Christi, TX, and the surrounding areas with top-of-the-line roofing services. Call (361) 882-8862 for your free estimate.","https://www.instagram.com/gillroofingcoinc/, https://www.facebook.com/Gill-Roofing-Co-Inc-107699085927267/, https://twitter.com/gillroofingco","Unknown","","darlene@gillroofingcoinc.com, your@email.com","https://twitter.com/gillroofingco, https://www.facebook.com/Gill-Roofing-Co-Inc-107699085927267/, https://www.instagram.com/gillroofingcoinc/","","Gill Roofing Co Inc offers Corpus Christi, TX, and the surrounding areas with top-of-the-line roofing services. Call (361) 882-8862 for your free estimate.","https://irp.cdn-website.com/4c48fd0f/site_favicon_16_1619617530196.ico",75,"success"
"Anthony's Roofing","http://yelp.com/biz/anthonys-roofing-san-francisco","San Francisco","","40x40_claim_your_page_v2@2x.yji-bd2968af3654281a8794.png","16 reviews of ANTHONY'S ROOFING ""Anthony is a great guy. He responded immediately when I called and was able to patch my roof in no time flat.""","","Unknown","","","","","","",50,"success"
"American Mechanical Insulation Sales Inc","http://americanmechanicalinsulationsalesinc.localsearch.com","Toledo","","","","","Unknown","","","","","","",50,"success"
"Vikings Exterior","https://rhroofing.com","Minneapolis","","","","","Unknown","","","","","","",60,"success"
"Maumee River Roofing","https://maumeeriverconstruction.com","Fort Wayne","","info@maumeeriverroofing.com, maumee-logo@2x-150x150.png, sam@maumeeriverroofing.com","Looking for a reliable roofing company in Fort Wayne, IN, or nearby cities in Indiana and Ohio? Maumee River Roofing is here to help. Click Here!","https://www.linkedin.com/company/89688842/, https://www.facebook.com/MaumeeRiverRoofing","Unknown","","sam@maumeeriverroofing.com, info@maumeeriverroofing.com, Maumee-Logo@2x-150x150.png","https://www.facebook.com/MaumeeRiverRoofing, https://www.linkedin.com/company/89688842/","","Looking for a reliable roofing company in Fort Wayne, IN, or nearby cities in Indiana and Ohio? Maumee River Roofing is here to help. Click Here!","https://maumeeriverconstruction.com/wp-content/uploads/2022/04/Fav-1-96x96.png",75,"success"
"SF Crown Roofing","","San Francisco","","","","","","","","","","","",0,"error"
"John Haley","http://www.johnhaleynumberoneroofer.com","Minneapolis","","your@email.com","Searching for a roofing company in Minneapolis, MN? Call John Haley #1 Roofer, LLC at (952) 925-6156.","https://facebook.com/JohnHaley1Roofer","Unknown","","your@email.com","https://facebook.com/JohnHaley1Roofer","","Searching for a roofing company in Minneapolis, MN? Call John Haley #1 Roofer, LLC at (952) 925-6156.","https://irp.cdn-website.com/e2e8f6cd/site_favicon_16_1652379718073.ico",75,"success"
"J-Conn Roofing & Repair Service Inc","https://j-connroofing.com","Texas","","","Locally owned family business specializing in reroofs, repairs, and top-notch customer service. From storm damage to routine inspections, we've got Austin covered!","https://www.facebook.com/JConnRoofingRepair/","Unknown","","","https://www.facebook.com/JConnRoofingRepair/","","Locally owned family business specializing in reroofs, repairs, and top-notch customer service. From storm damage to routine inspections, we've got Austin covered!","https://j-connroofing.com/icons/favicon-128x128.png",75,"success"
"Core Roofing + Solar","https://www.coreroofing.com","Denver","","error","","","","","","","","","",60,"success"
"Thermal Roof Coatings","","San Francisco","","","","","","","","","","","",0,"error"
"Garlock-French Corporation","http://www.garlock-french.com","Minneapolis","","","Garlock-French is a roofing company that has been serving Minneapolis and the surrounding areas of Minnesota for over 80 years. Contact us today!","https://www.facebook.com/GarlockFrenchRoofing/, https://twitter.com/GarlockFrenchCo, https://www.linkedin.com/company/647515/","Unknown","","","https://twitter.com/GarlockFrenchCo, https://www.linkedin.com/company/647515/, https://www.facebook.com/GarlockFrenchRoofing/","","Garlock-French is a roofing company that has been serving Minneapolis and the surrounding areas of Minnesota for over 80 years. Contact us today!","https://garlock-french.com/wp-content/themes/garlock/favicon.ico",65,"success"
"Father & Son Building & Remodeling","http://www.toledofandsremodeling.com","Toledo","","office@toledofandsremodeling.com","Home Improvements Since 1983 | Home Remodeling, Room Additions, Bathroom Remodeling, Kitchen Remodeling, Roof Replacements, Siding Replacement, Decks, Sunrooms","https://facebook.com/remodeledbyfatherandson, https://www.linkedin.com/company/remodeled-by-father-and-son","Unknown","","office@toledofandsremodeling.com","https://facebook.com/remodeledbyfatherandson, https://www.linkedin.com/company/remodeled-by-father-and-son","","Home Improvements Since 1983 | Home Remodeling, Room Additions, Bathroom Remodeling, Kitchen Remodeling, Roof Replacements, Siding Replacement, Decks, Sunrooms","http://www.toledofandsremodeling.com/images/favicon.png",75,"success"
"Mr. Patch Roofing and Maintenance","http://www.sanfranciscoroofing.net","San Francisco","","team@sanfranciscoroofing.net, user@domain.com","San Francisco Roofing is a roofing repair or replacement company that is 
 concentrating on the San Francisco Bay Area. We professionally inspect, 
 repair, and replace roofing systems. Roofing work on flat roofs, sloped 
 roofs, and modern roofing systems is performed in a quality-oriented 
 manner. We are a minority-owned company, we are the best roofing company 
 choice for San Francisco, California.","","Unknown","","team@sanfranciscoroofing.net, user@domain.com","","","San Francisco Roofing is a roofing repair or replacement company that is 
concentrating on the San Francisco Bay Area. We professionally inspect, 
repair, and replace roofing systems. Roofing work on flat roofs, sloped 
roofs, and modern roofing systems is performed in a quality-oriented 
manner. We are a minority-owned company, we are the best roofing company 
choice for San Francisco, California.","https://images.squarespace-cdn.com/content/v1/56fb306c9f7266cd09ae6829/e83b02bb-9ad1-45f5-a13d-319323b23b59/favicon.ico?format=100w",70,"success"
"Best Solar Installation","http://bestsolarinstallation550867929.localsearch.com","Fresno","","","","","Unknown","","","","","","",50,"success"
"TTT Windows","http://www.tttwindows.com","Toledo","","","","","Unknown","","","","","","data:;",50,"success"
"Madeline roofing services","http://marioroofinspectionservice.com","San Bernardino","","info@marioroofinspectionservice.com","Know Before It Leaks — Inspections You Can Count On","","Unknown","","info@marioroofinspectionservice.com","","","Know Before It Leaks — Inspections You Can Count On","https://marioroofinspectionservice.com/wp-content/uploads/2025/04/Mario-Roof-Inspection-Service-1-150x150.jpg",70,"success"
"Local Roofer Inc","https://www.localrooferus.com","San Bernardino","","support@localrooferus.com","Trusted roofing experts since 1996. We repair, replace, and install roofs for homes and businesses across Southern California. Free inspections available.","https://www.instagram.com/localroofer_inc/, https://www.facebook.com/LocalRooferUS/","Unknown","","","","","","",0,"error"
"Supreme Roofing - Denver, CO","https://www.supremeroofing.com","Denver","","","","","Unknown","","","https://www.linkedin.com/company/supreme-roofing-systems/, https://www.facebook.com/supremeroofing, https://www.instagram.com/supremeroofingdoneright/","CEO","Providing Premier Roofing Solutions Since 1987 | Emergency Roof Repairs | Maintenance | New Roof Replacement | Construction","https://i0.wp.com/www.supremeroofing.com/wp-content/uploads/2021/01/Red-Roll-Box-for-Website-32x32-1.jpg?fit=32%2C32&ssl=1",65,"success"
"Elk Building Services","http://www.elkbuildingservices.com","Toledo","","elkbuildingservices@gmail.com","419-265-4024 - FREE quotes. 24/7 emergency service. In-home consultations. Commercial roofing. Residential roofing. Siding. Construction.","https://www.facebook.com/ElkBuildingServices/","Unknown","","elkbuildingservices@gmail.com","https://www.facebook.com/ElkBuildingServices/","","419-265-4024 - FREE quotes. 24/7 emergency service. In-home consultations. Commercial roofing. Residential roofing. Siding. Construction.","https://cdn.hibuwebsites.com/01db95c460bb49de88d6b00375bc46bf/site_favicon_16_1626705301407.ico",75,"success"
"The Restoration Guys","https://therestoguys.com","Toledo","","info@therestoguys.com, flags@2x.png","","","Unknown","","flags@2x.png, info@therestoguys.com","","","","https://storage.googleapis.com/msgsndr/I8Nikx1l4Es2A4m0IsAz/media/68e00cdc34c87cc537083930.png",60,"success"
"McIntire Roofing","https://www.mcintireroofing.com","Denver","","error","","","","","","https://facebook.com/120079014412153, https://instagram.com/mcintireroofing","","Are you looking for one of the top residential roofing companies Denver, CO has to offer? Call McIntire Roofing today for repairs, replacements, and more!","https://cdn.hibuwebsites.com/e7a74a463d2f4e9aaee48390e0661688/site_favicon_16_1764698788179.ico",65,"success"
